announcement_date,donor,aid_type_general,aid_type_specific,explanation,reporting_currency,source_reported_value,classified_category,date
2022-06-09,EU (Commission and Council),Humanitarian,Assistance,"The EU allocated an additional 205 million EUR in humanitarian assistance for Ukraine, according to commissioner for Crisis Management, Janez Lenarčič ",EUR,205000000.0,Financial & Economic Aid,2022-06-09
2022-06-10,Finland,Military,Weapons and equipment,"The government stated that it has made the decision to send further defence materiel to Ukraine. However, the government explicitly mentions that it will not provide further information on the shipment. Source of Aid 3 states that between October and February, Finland has provided military aid worth 92.3 million EUR. If we subtract the 29.3 million EUR in donation FIM1 and the 8.25 million EUR reported in FIM4, we arrive at a value of 54.75 million EUR. Since we would need to split his up between FIM3 and FIM2, we decide to report this value entirely in this donation ID. According to the Source of Delivery, Finland delivered military aid worth 160 million EUR, which includes donation IDs FIM1, FIM3, FIM4, FIM7.",EUR,54750000.0,Financial & Economic Aid,2022-06-10
2022-06-15,United States,Military,Weapons and Equipment,12th presidential drawdown amounting to USD 350 million for the provision of various military weapons. ,USD,350000000.0,Financial & Economic Aid,2022-06-15
2022-06-15,United States,Military,Weapons and Equipment,12th presidential drawdown amounting to USD 350 million for the provision of various military weapons. ,USD,350000000.0,Financial & Economic Aid,2022-06-15
2022-06-15,Canada,Military,Weapons,"The Minister of National Defence, announced that Canada will provide to Ukraine 10 replacement barrels to enable the sustainment of M777 howitzer artillery guns. This military aid is valued at approximately 9 CAD million.",CAD,9000000.0,Artillery & Heavy Weapons,2022-06-15
2022-06-15,United States,Military,Funding for Weapon Acquisition Program,"Tranche of aid of 650 million USD, financed through the budget for the USAI (Ukraine Security Assistance Initiative), which provides military support, logistic and equipment to Ukraine. ",USD,650000000.0,Financial & Economic Aid,2022-06-15
2022-06-15,United States,Military,Weapons and Equipment,12th presidential drawdown amounting to USD 350 million for the provision of various military weapons. ,USD,350000000.0,Financial & Economic Aid,2022-06-15
2022-06-15,United States,Military,Weapons and Equipment,12th presidential drawdown amounting to USD 350 million for the provision of various military weapons. ,USD,350000000.0,Financial & Economic Aid,2022-06-15
2022-06-15,United States,Military,Weapons and Equipment,12th presidential drawdown amounting to USD 350 million for the provision of various military weapons. ,USD,350000000.0,Financial & Economic Aid,2022-06-15
2022-06-15,United States,Military,Funding for Weapon Acquisition Program,"Tranche of aid of 650 million USD, financed through the budget for the USAI (Ukraine Security Assistance Initiative), which provides military support, logistic and equipment to Ukraine. ",USD,650000000.0,Financial & Economic Aid,2022-06-15
2022-06-15,United States,Military,Weapons and Equipment,12th presidential drawdown amounting to USD 350 million for the provision of various military weapons. ,USD,350000000.0,Financial & Economic Aid,2022-06-15
2022-06-15,United States,Military,Funding for Weapon Acquisition Program,"Tranche of aid of 650 million USD, financed through the budget for the USAI (Ukraine Security Assistance Initiative), which provides military support, logistic and equipment to Ukraine. ",USD,650000000.0,Financial & Economic Aid,2022-06-15
2022-06-15,United States,Military,Funding for Weapon Acquisition Program,"Tranche of aid of 650 million USD, financed through the budget for the USAI (Ukraine Security Assistance Initiative), which provides military support, logistic and equipment to Ukraine. ",USD,650000000.0,Financial & Economic Aid,2022-06-15
2022-06-17,United States,Military,Funding for Weapon Acquisition Program,"1225 million USD to the Foreign Military Financing Program of the US, which will provide grants or financial loans to Ukraine or NATO allies for the purchase of weapons and defense equipment made in US. Source of Aid 1 and Source of Aid 2 list the Supplemental Acts, Source of Aid 3 gives insights on the obligations of the appropriated budgets. ",USD,1225000000.0,Financial & Economic Aid,2022-06-17
2022-06-17,United States,Military,Funding for Weapon Acquisition Program,"1225 million USD to the Foreign Military Financing Program of the US, which will provide grants or financial loans to Ukraine or NATO allies for the purchase of weapons and defense equipment made in US. Source of Aid 1 and Source of Aid 2 list the Supplemental Acts, Source of Aid 3 gives insights on the obligations of the appropriated budgets. ",USD,1225000000.0,Financial & Economic Aid,2022-06-17
2022-06-17,United States,Military,Funding for Weapon Acquisition Program,"1225 million USD to the Foreign Military Financing Program of the US, which will provide grants or financial loans to Ukraine or NATO allies for the purchase of weapons and defense equipment made in US. Source of Aid 1 and Source of Aid 2 list the Supplemental Acts, Source of Aid 3 gives insights on the obligations of the appropriated budgets. ",USD,1225000000.0,Financial & Economic Aid,2022-06-17
2022-06-17,United States,Military,Funding for Weapon Acquisition Program,"1225 million USD to the Foreign Military Financing Program of the US, which will provide grants or financial loans to Ukraine or NATO allies for the purchase of weapons and defense equipment made in US. Source of Aid 1 and Source of Aid 2 list the Supplemental Acts, Source of Aid 3 gives insights on the obligations of the appropriated budgets. ",USD,1225000000.0,Financial & Economic Aid,2022-06-17
2022-06-17,United States,Military,Funding for Weapon Acquisition Program,"1225 million USD to the Foreign Military Financing Program of the US, which will provide grants or financial loans to Ukraine or NATO allies for the purchase of weapons and defense equipment made in US. Source of Aid 1 and Source of Aid 2 list the Supplemental Acts, Source of Aid 3 gives insights on the obligations of the appropriated budgets. ",USD,1225000000.0,Financial & Economic Aid,2022-06-17
2022-06-17,United States,Military,Funding for Weapon Acquisition Program,"1225 million USD to the Foreign Military Financing Program of the US, which will provide grants or financial loans to Ukraine or NATO allies for the purchase of weapons and defense equipment made in US. Source of Aid 1 and Source of Aid 2 list the Supplemental Acts, Source of Aid 3 gives insights on the obligations of the appropriated budgets. ",USD,1225000000.0,Financial & Economic Aid,2022-06-17
2022-06-20,Taiwan,Humanitarian,Assistance,"Donation worth 500000 USD, directed to humanitarian assistance in Bucha. According to ""Source of Aid 1"", Taiwan has donated a total amount of 13,2 million USD (besides the 500000 USD newly committed to Bucha). Since we discard the 1,2 million USD donated to the Orthodox church for the reconstruction of churches in Ukraine, we only count 12 million USD (see TWH1 -TWH8).",USD,500000.0,Financial & Economic Aid,2022-06-20
2022-06-21,South Korea,Humanitarian,Assistance,"According to the official statement of the Korean Ministry of Foreign Affairs, the Korean government has decided to provide an additional US$50 million in humanitarian assistance.",USD,50000000.0,Financial & Economic Aid,2022-06-21
2022-06-23,United States,Military,Weapons and Equipment,13th presidential drawdown amounting to USD 450 million for the provision of various military weapons. ,USD,450000000.0,Financial & Economic Aid,2022-06-23
2022-06-23,United States,Military,Weapons and Equipment,13th presidential drawdown amounting to USD 450 million for the provision of various military weapons. ,USD,450000000.0,Financial & Economic Aid,2022-06-23
2022-06-23,United States,Military,Weapons and Equipment,13th presidential drawdown amounting to USD 450 million for the provision of various military weapons. ,USD,450000000.0,Financial & Economic Aid,2022-06-23
2022-06-23,United States,Military,Weapons and Equipment,13th presidential drawdown amounting to USD 450 million for the provision of various military weapons. ,USD,450000000.0,Financial & Economic Aid,2022-06-23
2022-06-23,United States,Military,Weapons and Equipment,13th presidential drawdown amounting to USD 450 million for the provision of various military weapons. ,USD,450000000.0,Financial & Economic Aid,2022-06-23
2022-06-23,United States,Military,Weapons and Equipment,13th presidential drawdown amounting to USD 450 million for the provision of various military weapons. ,USD,450000000.0,Financial & Economic Aid,2022-06-23
2022-06-23,United States,Military,Weapons and Equipment,13th presidential drawdown amounting to USD 450 million for the provision of various military weapons. ,USD,450000000.0,Financial & Economic Aid,2022-06-23
