activity_id,announcement_date,donor,explanation,reporting_currency,measure,source_reported_value_EUR
JPM3,2022-08-04,Japan,"The Japanese Ministry of Defense will provide small drones to the Ukrainian government. Source of Aid 4 mentions ""at least a dozen"", which is why we use 12 as the minimal number of committed drones. They will also hand over additional new civilian vehicles (vans), quantified in donation JPH3. ",USD,Allocation,66960.0
ITF2,2022-08-05,Italy,"200 million EUR loan for a 15-year period, with the grace period of 7.5 years, and applies a 0 % interest rate.",EUR,Allocation,200000000.0
DEM11,2022-08-09,Germany,"Military aid from the German Federal Foreign Office. Second package for support in the area of humanitarian demining through NGOs, including hazard awareness, mine, and ordnance clearance, mapping of exposures, and Support to UKR civil protection through training and equipment - 26.3 EUR million.  ",EUR,Allocation,26300000.0
CHH2,2022-08-10,Switzerland,"According to Source of Aid 1, Switzerland has provided just under CHF 100 million in funding to support Ukraine until August 10, 2022. Since, CHH1 is valued at 60 million CHF (60 million CHF for Ukraine, 20 million CHF for neighboring countries), the value of CHH2 is estimated to be 20 million CHF. On the goverment's desginated website (Source of Aid 2), it says that medical material worth 21.3 million CHF has been delivered from the Swiss Federal Department of Defence, Civil Protection and Sport since the beginning of the war. We assume that this corresponds to this entry and therefore use the value of 21.3 million CHF.",CHF,Allocation,21726000.0
DKM3,2022-08-11,Denmark,"During the international donors conference in Copenhagen, the Danish government committed a new package of approximately DKK 820 million for financing weapons and training for Ukraine. Previously, the Danish government informed that it would allocate DKK 100 million to train Ukrainian solders (Source of aid 2), indicating that it will be included in the aid package during the conference. Thus, we consider the costs of the training program to be included in DKK 820 million package. Additionally, the Danish contribution to joint financing of Zuzana-2 howitzers is done with means from this package. The joint project is set between Denmark, Germany and Norway. ",DKK,Allocation,106600000.0
LVM3,2022-08-15,Latvia,"According to the press release of the Latvian Ministry of Defense, Latvia has delivered Mi-17 and Mi-2 helicopters to the Ukrainian army.",USD,Allocation,35433000.0
LVM4,2022-08-15,Latvia,"According to Oleg Reznikov, the Ukraine Minister of Defense, Latvia has delivered six more M109 howitzers to the Ukrainian army.",USD,Allocation,9680113.0
EEM6,2022-08-18,Estonia,"On Aug 18, Estonia announced additional defence aid to Ukraine, which includes additional lethal aid such as mortars and anti-tank weaponry. Source of Aid 3 states that the total amount of military aid Estonia has provided is 255 million EUR, as of 7 October. Subtracting EEM1 and EEM2 from this value (EEM3-4, the cooperation with Germany, is not included) leaves 10 million EUR, which we attribute to EEM5",EUR,Allocation,47112686.914146274
EEM5,2022-08-18,Estonia,"Estonia, in cooperation with Germany, built and delivered a second field hospital to Ukraine. Germany contributed to the cooperation project by donating 7.7 million euros, for the purchase of a field hospital. In addition, the non-profit organisation Slava Ukraini granted EUR 120,000 from the donations made to it for the purchase of medical equipment for the field hospital. Hence, we take the overall value of this donation be EUR 7.82 million. Source of aid 2 mentions that medical supplies will also be sent. We assume that the medical supplies were delivered along with the field hospital.",EUR,Allocation,0.0
TRM2,2022-08-22,Turkiye,"According to source of aid 1, Turkiye has delivered 50 used mine-resistant, ambush-protected vehicles to the Ukraine. The delivery of the Kirpi vehicles was the result of a government agreement. According to source of aid 3, 150 more Kirpi vehicles are expected to be delivered, adding up to 200 vehicles committed.",USD,Allocation,62397420.0
PLH3,2022-08-22,Poland,"According to the Ukrainian Minister of digital transformation, 5,000 Starlink terminals were sent from the Polish government.",USD,Allocation,6975000.0
CAF5,2022-08-23,Canada,"Justin Trudeau, Canadian Prime Minister, announced the allocation of funding for two Ukraine projects through the Peace and Stabilization Operations Program (PSOPs), totalling 3.85 CAD million.",CAD,Allocation,2695000.0
SKM8,2022-08-23,Slovakia,"As part of defense agreement with Germany, Slovakia will hand over 30 BVP-1 infantry fighting vehicles to Ukraine and will instead receive 15 Leopard-2A4 tanks from Germany.",USD,Allocation,15667036.0
DEH6,2022-08-24,Germany,"The current entry represents the donations of medical supplies through the EU Civil Protection Mechanism. The first provision of medical supplies (EUR100 million) was announced during the ""Stand Up for the Ukraine"" donor's conference by Chancellor Olaf Scholz (Source of aid 1). The information about the provision of the second part (EUR30 million) was revealed in August 2022 (Source of aid 2) and then appeared on the official publication listing all German aid to Ukraine (Source of aid 3). On the official publication from July 2023 (Source of aid 4), it says that only medical supplies worth EUR76 million were taken by Ukraine. Therefore, we decrease the value of the second part by EUR24 million to EUR6 million.
",EUR,Allocation,6000000.0
ESM9,2022-08-24,Spain,"Spain’s Ministry of Defense has announced that it will transfer additional military assistance, and the first package is already being prepared. At the same time, the content was described without specifying the concrete models of different weapons, only the broad typing. Source of aid 3 later specified the amount of winter clothing delivered to Ukraine. Source of aid 4 specified that in 2022, Spain delivered 4272 rounds of ammunition for a 155mm howitzer; we divide them equally between two donations made in 2022. ",USD,Allocation,7943513.0
BEM5,2022-08-25,Belgium,"8 million EUR in support to the Ukrainian armed forces through NATO Comprehensive Assistance Package (CAP) Trust Fund, which provides non-lethal support  to Ukraine. Source 1 specifies that Belgian companies are invited to participate in the public tender process for this procurement.",EUR,Allocation,8000000.0
NLM7,2022-08-28,Netherlands,"Minister for Foreign Trade and Development Cooperation Liesje Schreinemacher and Minister of Defence Kajsa Ollongren pledged a new aid package for Ukraine during their joint visit to Kyiv on 22 August. 10 EUR million will be provided to clear landmines and other explosive remnants of war, which is listed as military assistance. Other commitments were dedicated to financial purposes (see NLF3).",EUR,Allocation,10000000.0
SEM8,2022-08-28,Sweden,"During the meeting of Swedish Prime Minister Magdalena Andersson and Ukrainian Minister for Foreign Affairs Dmytro Kuleba, Magdalena Andersson informed that Sweden pledged 500 SEK million for military assistance and 500 SEK million for civilian assistance (see SEF3 ). Source of Aid 4 specifies that Sweden delivers ammunition for howitzers, and since it was done right after this meeting, we assume that it is included in the 500 SEK million package. Moreover, since Sweden only has 155mm of howitzers in its stocks, we consider it to deliver 155mm of howitzer ammunition. ",SEK,Allocation,44000000.0
NLF4,2022-08-28,Netherlands,"Minister for Foreign Trade and Development Cooperation Liesje Schreinemacher and Minister of Defence Kajsa Ollongren made pledged a new aid package for Ukraine during their joint visit to Kyiv on 22 August. 65 EUR million will go for aid and investment in Ukraine. Moreover, 1 EUR million will support initial design plans for rebuilding three cities: Kherson, Odesa and Mykolaiv, and another 2.5 EUR million will go to the European Bank for Reconstruction and Development (EBRD) to share knowledge with bodies such as the National Bank of Ukraine concerning macroeconomic reforms, good governance and the rule of law. An additional 10 EUR million will be provided to clear landmines and other explosive remnants of war, which is listed as military assistance (See NLM5).   ",EUR,Allocation,66000000.0
NLF5,2022-08-28,Netherlands,"Minister for Foreign Trade and Development Cooperation Liesje Schreinemacher and Minister of Defence Kajsa Ollongren made pledged a new aid package for Ukraine during their joint visit to Kyiv on 22 August. 65 EUR million will go for aid and investment in Ukraine. Moreover, 1 EUR million will support initial design plans for rebuilding three cities: Kherson, Odesa and Mykolaiv, and another 2.5 EUR million will go to the European Bank for Reconstruction and Development (EBRD) to share knowledge with bodies such as the National Bank of Ukraine concerning macroeconomic reforms, good governance and the rule of law. An additional 10 EUR million will be provided to clear landmines and other explosive remnants of war, which is listed as military assistance (See NLM5). Here we report only 2.5 EUR million to EBRD   ",EUR,Allocation,2500000.0
